content_id,video_title,publish_date,duration_sec,avg_view_duration,avg_perct_viewed,subs_gained,subs_lost,likes,comments,views,watch_time_hrs,subscribers,impressions,ctr,conversion_rate,month_year,engagement_rate
lJ_t4-04vIU,Do you eat Appam everyday? B'coz its delicious!!#shorts #shortsfood#appam #southindianfood,2024-09-21,15.0,15.0,104.85,1867,303,50144,68,2876998,11400.9359,1564,5893112,4.93,0.0648940319040889,2024-09,1.75
5XPm8BWaU2w,Alia Bhatt And Gal Gadot had this same craving to eat🤩🥪 #aliabhatt #galgadot #sandwich #shorts,2024-11-24,30.0,23.0,77.07,1336,341,28682,45,1575327,10106.8591,995,1757274,7.8,0.0848077891129905,2024-11,1.82
lnGSJO9ewqI,Fast relief from Period Pain#beerbiceps #trs #periodpain #ayurveda #shorts,2024-12-13,34.0,21.0,61.9,909,39,7710,4,476393,2780.039,870,38244,3.24,0.1908088489965217,2024-12,1.62
6JAk6ZDhaks,Benefits of eating Bajra #healthierecipes24 #shorts #bajraroti,2025-01-16,59.0,35.0,59.9,634,8,3713,13,288780,2491.9118,626,442707,8.7,0.2195442897707597,2025-01,1.29
KOg4ZBO2aYs,"Parineeti or Raghav, who likes Paratha??#shorts #raghavchadha #aapkiadalat #parineetichopra",2024-12-08,61.0,27.0,45.59,90,10,474,1,49751,381.9328,80,29098,4.9,0.1809008864143434,2024-12,0.95
Nxim5_yApXc,Raj Thackeray's Most favourite Vada😋✨👌🏻 #sabudanavada #shorts #viralvideo #food #rajthackeray,2024-11-19,44.0,25.0,59.06,64,0,354,1,39595,283.7245,64,7611,5.16,0.1616365702740245,2024-11,0.9
ZiIDnwPS24c,Megastar Chiranjeevi’s Veg Treat for Keerthy!#shorts #vegfood #southindianfood #shortsfeed,2024-11-25,35.0,27.0,78.93,49,0,661,2,32369,244.2979,49,28915,2.29,0.1513794062220025,2024-11,2.05
nyItwEF_2bc,Benefits of eating Raw Banana💚#healthierecipes24 #rawbananarecipe #food,2025-03-13,64.0,46.0,72.95,57,0,585,3,48674,426.208,57,196060,10.58,0.1171056416156469,2025-03,1.21
OdwuSPylSyg,Abs are made in the kitchen🏋🏻‍♂️👨🏻‍🍳#shorts #fitness #healthierecipes24 #bajraroti,2025-01-21,55.0,28.0,51.39,42,3,156,0,25225,196.6493,39,4974,4.3,0.1665014866204162,2025-01,0.62
6wuXx2UMls4,Celebrities that love Bengali Puchka/Fuchka #healthierecipes24 #puchka#bollywood,2025-03-04,59.0,39.0,67.06,20,1,631,4,23583,243.0377,19,15249,7.38,0.0848068523936734,2025-03,2.69
3Q5N9tXAqcM,Paan Banaraswala🔥🍃✨ #kbc #shorts #food #amitabhbachchan #paan,2024-06-24,35.0,28.0,81.35,19,1,477,0,20186,158.1531,18,4586,3.23,0.0941246408401862,2024-06,2.36
Mku1DEZN4LM,Wamiqa Gabbi & Rajkumar Rao love maggi🍜 #healthierecipes24,2025-05-24,40.0,27.0,69.6,21,0,257,1,34465,151.6504,21,7993,7.39,0.0609313796605251,2025-05,0.75
eAH4bcrqzCM,✨Bhaji with Jackie Shroff & Farah Khan✨#healthierecipes24 #pattokibhaji #food,2025-10-30,60.0,39.0,66.54,17,0,476,0,30716,208.7622,17,18434,8.99,0.0553457481442896,2025-10,1.55
51m1H0JiCMI,Rodies Prince makes paratha♥️✨ #healthierecipes24 #paratha #yuvikachaudhary #princenarula,2025-03-24,60.0,34.0,57.33,15,3,370,1,18411,169.1408,12,5992,4.31,0.0814730324262669,2025-03,2.02
eJusIuE6QNE,Homemade Cashews!#healthierecipes24 #why #food #cashew,2025-03-28,60.0,41.0,69.38,26,4,569,9,19090,183.8177,22,5406,2.0,0.1361969617600838,2025-03,3.03
uYSLIR9GHgQ,Gud Ghee Roti😋✨#short #shortsyoutube #food #bollywood,2024-06-20,8.0,11.0,146.73,17,0,86,0,15369,47.8433,17,6873,3.56,0.1106122714555273,2024-06,0.56
_YPraqTYbjw,Janvi Kapoor's Monsoon favourite🔥😋#shorts #janvikapoor #southfood monsoon special,2024-07-24,24.0,20.0,84.62,9,1,245,0,12663,70.7515,8,5377,5.9,0.0710732054015636,2024-07,1.93
qw4Ylq93Zns,Aishwarys Rai shares memory of making paranthe #food#parantha #aishwaryaraibachchan,2024-12-04,43.0,18.0,42.16,20,0,59,1,12293,61.3848,20,4599,4.76,0.1626942162206133,2024-12,0.49
tZCxHieZE0s,Khushi Kapoor likes eating Appam with coconut milk ✨#healthierecipes24 #shorts #khushikapoor,2025-01-28,55.0,25.0,45.68,10,0,159,0,12174,83.838,10,10128,4.85,0.0821422704123542,2025-01,1.31
8z8QCuAjNwc,✨Ananya Pandey is Cheese Cheese person🧀#shorts#ananyapandey#dosa#ytshorts#healthierecipes24,2024-09-19,33.0,14.0,43.74,19,1,82,0,11202,44.1448,18,18208,2.59,0.1696125691840742,2024-09,0.73
GwgV861FMGM,Gym Coach Nitesh's workout tip#shorts#shortsfeed#shortsviral#workout@theniteshfitnessempire85,2024-07-07,20.0,23.0,118.45,30,3,762,3,12512,73.905,27,1645,2.67,0.239769820971867,2024-07,6.11
r08sjZqTggg,Vicky kaushal's fav Gud ki Lassi✨😋#shorts #vickykaushal #food #lassi #shortsfeed #trending #viral,2024-07-01,18.0,16.0,90.31,10,0,203,0,10742,47.9113,10,2803,5.67,0.0930925339787749,2024-07,1.89
C7lFlmbuRI0,Rajkumar Rao's Childhood favourite Cheeni ka paratha #paratha#sugar #shortsvideo#shortsviral#shorts,2024-07-05,31.0,25.0,83.46,8,1,121,2,10626,75.7022,7,1337,3.59,0.0752870318087709,2024-07,1.16
IZtfsOxMvRs,Alia Bhat's favourite recipe#healthierecipes24 #aliabhatt #shorts,2025-04-09,56.0,36.0,64.76,9,0,271,1,16891,108.6777,9,3024,2.74,0.0532828133325439,2025-04,1.61
xRYFUOyno8A,Sai Pallavi's Favourite Kerala Dish #pazhampori #keralafood #saipallavi #pazhamporirecipe#shorts,2024-11-06,21.0,16.0,76.4,8,0,82,0,11002,46.9191,8,26361,2.86,0.0727140519905471,2024-11,0.75
a2VziN6s9Kw,Kareena Kapoor's favourite Khichdi & achar😋🤌🏻#shorts #shortsfeed #shortsviral #food #bollywood,2024-07-06,34.0,24.0,71.24,14,0,125,0,10495,70.2764,14,2618,4.28,0.1333968556455455,2024-07,1.19
z8zAf2vmIOg,Ranbir Kapoor loves Bhajiya Pav😋✨ #bollywood #ranbirkapoor#food#pav #bajji #shorts #shortsfeed,2024-07-13,18.0,15.0,87.97,7,1,209,2,9961,43.3202,6,3281,3.35,0.0702740688685874,2024-07,2.12
LuIEesVTHX0,Janhavi's fav tadke wala dahi✨ #dahitadka #shortsviral #janhavikapoor,2024-08-22,19.0,18.0,96.31,8,4,381,0,9812,49.537,4,1886,4.4,0.0815328169588259,2024-08,3.88
 -l3YwAw5D6w,Simple Dal Chawal ✨🌼#rohitsharma rohit sharma #cricket #food #favoritefood #shortsfeed #shorts,2024-07-01,18.0,17.0,96.59,7,0,301,1,9505,45.7023,7,1107,2.53,0.0736454497632824,2024-07,3.18
k88p4_1mU_w,Curd rice✨🍚 #healthierecipes24 #curdrice #foodvlog #shorts #shortsviral #food Orry's fav curd rice,2024-06-19,19.0,16.0,87.97,3,0,128,1,9324,43.0661,3,1501,1.33,0.0321750321750321,2024-06,1.38
Xr-zBFxddug,R Madhavan's favourite Vada✨🔥#healthierecipes24 #rmadhavan #vada #shorts #food,2025-02-17,59.0,33.0,57.26,9,1,137,2,9069,84.7166,8,2367,4.69,0.0992391663910023,2025-02,1.53
xAPix_TMbG4,Nitin Gadkari's favorite dish! #nitingadkari #foodie #recipe #shorts #short #healthierecipes24,2024-08-07,35.0,27.0,78.56,9,0,130,0,8866,67.1606,9,5176,2.11,0.1015113918339724,2024-08,1.47
_HD_MMPJW3k,Keerthy Suresh loves only DOSA🥰🔥✨ #tamil #cinema #tamilstar #keerthysuresh #shorts,2024-11-16,42.0,23.0,55.94,15,1,156,0,8566,55.5968,14,4488,2.09,0.1751109035722624,2024-11,1.82
AzcZqkjgaAg,Ranveer Allahbadia tries khotte idli #beerbiceps #ranveerallahbadia #mysorecafe #shorts #food,2024-11-08,40.0,18.0,46.82,6,0,67,3,8873,45.2206,6,34986,4.55,0.0676208723092527,2024-11,0.79
QCV9_MOZ8F8,Janhavi Kapoor's loves Mawa parantha#shorts #janhavikapoor #curlytales #ytrecipe,2024-09-29,26.0,18.0,70.53,10,2,85,0,7937,39.7161,8,7854,4.43,0.1259921884843139,2024-09,1.07
N_kUQGFgMk4,Malaika Arora's Favorite Thai Curry and rice #thaicurry #malaikaarora #food #shorts,2024-12-22,39.0,16.0,41.85,7,2,59,0,7785,34.4451,5,7200,4.65,0.0899165061014772,2024-12,0.76
RgNZRHUqs_M,This is Virat Kohli's Comfort food✨ What's yours?😋 #shorts#viratkohli,2024-07-12,49.0,29.0,60.87,3,0,191,2,7655,63.2356,3,2978,6.21,0.039190071848465,2024-07,2.52
BA0xJ6uHN1o,Pani Puri is the winner🥇#panipuri #healthierecipes24 #chefsanjeevkapoor,2025-03-22,27.0,22.0,83.0,5,1,67,0,7838,47.4325,4,802,5.49,0.0637917836182699,2025-03,0.85
Tk9M2mihXdA,Actor Avneet Kaur Love Kacchi Kairi! #healthierecipes24 #avneetkaur #shorts,2025-04-13,36.0,23.0,64.94,5,1,55,0,14639,49.0118,4,13758,1.42,0.0341553384794043,2025-04,0.38
VSOuLAkVS-M,✨How to toast Sesame🤍 #sesame #seeds #tipsandtricks #food #howto,2024-03-19,40.0,29.0,74.15,10,1,92,3,10197,60.8611,9,49829,9.34,0.0980680592331077,2024-03,0.93
1qQ8Hn8n4sc,Tasty Instant idli|Idli History🍛#idli#healthierecipes24#shortsinstanttastyyummyfood vlog,2024-06-17,44.0,23.0,54.41,6,1,101,0,6629,43.8249,5,15950,0.8,0.0905113893498265,2024-06,1.52
SSsk9EFzPCc,Neha Kakkar's love for bread and jam✨🤩#nehakakkar #shorts #breadjam #indianidol,2024-11-26,20.0,15.0,78.36,11,0,51,0,6444,27.6795,11,4993,2.3,0.1707014276846679,2024-11,0.79
YOE5BSeMOIQ,Shruti Hassan's recipe of Thakkali thokku#healthierecipes24 #shrutihaasan #recipe #shorts,2025-08-16,60.0,30.0,51.55,3,1,58,0,10632,56.7116,2,7667,5.88,0.028216704288939,2025-08,0.55
bZP1lrXpZAo,Modi Ji's Millets Solution: Combatting Malnutrition Made Simple!✨#narendramodi #millets#shortsvideo,2024-08-08,61.0,35.0,58.65,8,0,175,2,8085,63.1416,8,43753,6.98,0.0989486703772418,2024-08,2.19
hAyOL6IUrog,✨🔥Legendary Rekha Ji on Kapil Show😍#dalfulka #dalroti #thegreatindiankapilshow #rekha #shorts,2024-12-10,23.0,16.0,69.81,6,0,37,0,5942,26.291,6,4310,2.92,0.1009761023224503,2024-12,0.62
jyGdokDEcmY,Actor R.Mahadevan has this nutritious breakfast✨ #bollywood #food#kanji#breakfast#nutrition,2024-07-14,32.0,14.0,46.7,3,0,39,0,5908,24.0765,3,2397,4.13,0.0507786052809749,2024-07,0.66
1Yv_64GIFXY,Kajol's favourite Malai rice✨🍚😋#food #malai #rice #kajol viral shorts shortsfeed food vlog #trending,2024-07-01,22.0,17.0,79.27,7,1,72,0,5850,27.8353,6,3140,6.88,0.1196581196581196,2024-07,1.23
_QMuL1ryNa8,ROTIZZA RECIPE🔥🍕✨#rotizza #neenagupta #kareenakapoorkhan #recipe #shorts,2024-11-22,61.0,31.0,51.34,4,0,88,1,5701,49.3981,4,7026,1.67,0.0701631292755657,2024-11,1.56
4P3Yuisu9X4,Discover Shahid Kapoor's Love for South Indian Utthappam!#shorts #shotsfeed #shahidkapoor,2024-07-26,18.0,11.0,66.5,5,0,46,1,5695,18.8567,5,1444,1.25,0.0877963125548726,2024-07,0.83
U52LMlZPzSI,"Yami Gautam's love for ""Chamba Ka Rajma""✨#yamigautam #chambakarajma #shorts #food #foryou",2024-11-10,44.0,13.0,30.17,13,1,31,0,5259,19.3045,12,2810,2.92,0.2471952842745769,2024-11,0.59
6ll1sZYsMwc,Jackie Shroff's Special Chai recipe#jackieshroff#food#shorts #ytshorts#chai #tea,2024-09-18,30.0,21.0,70.57,10,1,114,0,7001,31.8752,9,16783,7.89,0.142836737608913,2024-09,1.63
YaOAxAfvbPQ,R Madhavan's favourite breakfast ✨🤌🏻#shorts #rmadhavan #food #kuzhipaniyaram,2024-09-22,28.0,19.0,68.39,3,0,100,0,5238,27.2389,3,7646,4.67,0.0572737686139748,2024-09,1.91
HV9Xq3lYTyw,Diljit's Favourite Poha😋✨Kanda poha#favoritefood #shorts#shortsfeed#foodvlogdaily vlogtasty,2024-06-18,30.0,18.0,60.59,8,1,59,0,5041,25.287,7,1951,2.41,0.1586986708986312,2024-06,1.17
j2P6x8yqeXo,The 'OG' Modak♥️✨|Ukdiche Modak#ukdichemodak #ganpati#shorts,2024-09-06,60.0,32.0,54.61,11,1,173,3,5217,47.3704,10,69052,3.79,0.2108491470193597,2024-09,3.37
16knySwwc4Y,Nitin Gadakari's Vangi Potato sabji #food #easyrecipe #nitingadkari,2024-08-25,41.0,20.0,50.03,5,0,70,3,4704,26.5994,5,2724,2.42,0.1062925170068027,2024-08,1.55
GToSa0RDSZE,90's Movie: Bombay to Goa✨#pakoda #shorts #shortsviral #trending#movies,2024-07-02,61.0,33.0,55.37,10,2,79,1,7843,47.2966,8,89500,2.85,0.1275022312890475,2024-07,1.02
hjyFObTpY3A,Kitchen tip: How to preserve Banana leaf✨#food#kitchentips #shorts #shortsvideo,2024-09-28,27.0,24.0,90.0,8,2,43,1,4832,29.4759,6,5116,5.81,0.1655629139072847,2024-09,0.91
olcwlPfIge0,Easy Recipe for Batatyacha Thalipeeth#rajthackeray #batatathalipeeth #shorts #viralvideo,2024-11-20,55.0,19.0,36.2,6,1,56,1,5218,26.8085,5,21342,10.82,0.1149865848984285,2024-11,1.09
AG9ROau9RZs,✨Kissik star Sreeleela's favourite Paneer Mandi✨🔥#sreeleela #food #pushpa2 #shorts #viralvideo,2024-12-07,47.0,19.0,41.52,9,2,80,1,4538,23.7211,7,52009,2.94,0.1983252534156016,2024-12,1.78
atsfAjoRFZY,👨🏻‍🍳Chef Vikas Khanna loves Fresh Sriracha🔥🌶️#sriracha #food #vikaskhanna #shortsfeed,2024-08-20,28.0,19.0,69.6,3,0,83,2,4144,22.1783,3,2113,3.41,0.0723938223938223,2024-08,2.05
KKc6gPrFjNk,Ganpati bappa's Prasad Thali🙏🏻✨#naivedya #food #ganeshchaturthi #ytshorts #shorts,2024-09-07,53.0,29.0,54.74,4,0,70,1,5409,34.8515,4,62361,3.14,0.0739508227029025,2024-09,1.31
5BZKhFkQutk,This is why SRK is the Coolest Dad😎✨#shahrukh #srk #shorts #risotto #kingkhan,2024-11-10,48.0,19.0,39.7,2,0,42,0,3840,20.1958,2,3482,2.24,0.0520833333333333,2024-11,1.09
H22bs91h1Tk,Actor Shraddha Kapoor eats this for breakfast✨ #shorts #food #ytshots #viralshorts,2024-07-29,31.0,17.0,56.32,6,0,42,0,3923,18.7225,6,862,3.71,0.1529441753759877,2024-07,1.07
gxeY9zQH7fE,🥵🔥Korean Cheese Ramen 🧀 🍜 #shorts #youtubeshorts #topramen #asmr,2024-08-17,44.0,25.0,57.01,9,1,122,2,3723,25.928,8,3313,3.26,0.24174053182917,2024-08,3.33
9ePAaHG41vk,This Gujarati Dish is loved by all✨🥰#food #daldhokli#comfortfood#fyp#shorts#shortsfeed,2024-07-08,61.0,34.0,56.83,5,0,53,0,3351,30.3587,5,37198,3.77,0.1492091912861832,2024-07,1.58
446s0luJyaM,😋Ram Ke Laddu✨#shorts#streetfood#asmr#asmrcooking#food,2024-09-24,60.0,36.0,61.48,6,0,40,3,3077,31.4287,6,2486,2.33,0.1949951251218719,2024-09,1.4
bONerQba718,Raghav's favorite Haridwar kadhi chawal #shorts #kadhipakora #raghavjuyal #curlytales #viralvideo,2024-12-02,48.0,18.0,38.6,3,0,32,0,3213,15.802,3,5204,3.13,0.0933706816059757,2024-12,1.0
RMJuD36pybE,Nitin Gadkari's Favourite Fried Mirchi side dish🌶️#shorts #nitingadkari #food #viral #trending,2024-07-16,26.0,22.0,84.95,7,0,56,0,3138,18.2154,7,3504,4.28,0.2230720203951561,2024-07,1.78
4xvdb0H3_Cs,✨Solkadhi❌Soul kadhi😌🤌🏻#food #solkadhi #tastyfood #ashabhosle #shortsfeed,2024-10-02,55.0,25.0,46.83,3,0,46,0,3021,21.2626,3,1393,2.73,0.0993048659384309,2024-10,1.52
5gBovlYhBFg,Chef Ranveer's Heirloom dish#shorts #churi #ranveerbrar #kareenakapoorkhan #recipe,2024-12-01,61.0,29.0,48.21,0,0,43,0,2949,23.9381,0,3533,2.72,0.0,2024-12,1.46
8Fnc-cZSTgw,CM Eknath Shinde loves Misal🔥✨#shorts #eknathshinde #misalpav #shortsvideo,2024-08-27,27.0,21.0,78.22,5,0,66,0,3346,17.1086,5,6186,5.97,0.1494321578003586,2024-08,1.97
pkcvZISq9wA,Have You tried Sunset rice? #kritisanon #kartikaaryan #viralvideo #sunsetrice #shorts,2024-12-27,32.0,16.0,51.29,4,0,42,0,3460,13.3225,4,3319,3.4,0.1156069364161849,2024-12,1.21
M7QgMhZZ3pc,Sudha Murthy learned to cook this for Murthy sir😱 #food #recipe #shorts #shortsviral,2024-11-17,58.0,21.0,37.66,8,0,45,2,3251,17.2207,8,12120,3.47,0.2460781298062135,2024-11,1.45
7Qg8bof28ik,Yumm Chapati Laddu#leftover#chapati#laddu #youtubeshorts #shorts#5minsrecipe #easyrecipe,2023-12-27,25.0,18.0,72.46,7,0,48,0,2682,13.3579,7,4602,2.24,0.2609992542878449,2023-12,1.79
bD-X6IpupRQ,Smokey Bliss ✨😋#bainganbharta #eggplant #indian #food #shorts,2024-01-15,41.0,23.0,56.14,5,0,43,0,2525,16.126,5,436,2.06,0.198019801980198,2024-01,1.7
X8aMHr9dV7g,Rava Besan laddu✨ #laddu #food #short #shorts #recipe #dailyvlog #rava #besan #fypシ,2024-06-07,55.0,24.0,44.58,8,0,49,0,2556,17.336,8,1550,1.55,0.3129890453834116,2024-06,1.92
_-5OXw6FayU,This Rasam recipe will blow your mind#tomato#recipe#rasam #rasammasala   #shorts#viral#trending,2024-01-10,39.0,20.0,53.54,6,2,52,0,2508,14.5243,4,501,3.39,0.2392344497607655,2024-01,2.07
5JVEx_pReGQ,When food is your Love language✨♥️🥰#healthierecipes24 #love #food #shortsviral,2025-02-23,11.0,12.0,111.8,2,0,77,3,2647,8.5928,2,2460,2.64,0.0755572346052134,2025-02,3.02
tf8gfeWUNh8,Sara Tendulkar's Fav Cheese Dosa #healthierecipes24 #saratendulkar #food #cheesedosa #shorts,2025-10-31,51.0,23.0,45.91,0,0,31,0,3929,16.5862,0,1109,5.68,0.0,2025-10,0.79
vgoVCbrXlHI,Janhvi Kapoor 'sViral Chilla #janhvikapoor#moongchilla #shortsfeedcelebrity food recipes,2024-07-31,52.0,22.0,42.59,2,0,31,1,2374,14.5305,2,695,4.32,0.08424599831508,2024-07,1.35
IjwRAECWxAY,Alia's pink salad 🥗♥️✨#beetroot #aliabhatt #salad #shorts #shortsviral,2024-07-03,21.0,17.0,81.59,2,1,21,0,2278,10.7319,1,489,2.86,0.0877963125548726,2024-07,0.92
Fdhsvnx2cqI,South Star Kajal Agarwal loves 🍄Karchikai😋#kajalagarwal #shorts #southindianactress #food,2024-11-05,51.0,21.0,42.52,3,1,50,0,2371,13.6911,2,6124,2.51,0.1265288907633909,2024-11,2.11
v1AWK2Ts2js,Shree Ganeshaya Namah! #song #ganeshchaturthi #ukdichemodakrecipe #modak #healthierecipes24,2025-08-27,53.0,30.0,57.97,11,0,74,0,4249,19.1245,11,740,1.62,0.2588844433984467,2025-08,1.74
jUP0i4soDGI,Cheese Dosa ✨#healthierecipes24 #easyrecipe #cheesedosa #shorts,2025-11-06,60.0,34.0,57.93,2,0,35,0,4488,21.4805,2,765,3.66,0.0445632798573975,2025-11,0.78
79C8TMMVxzY,Homemade Natural Sweetener #healthierecipes24 #naturalsweeteners,2025-04-02,35.0,17.0,49.77,1,0,15,0,3838,10.9189,1,510,4.31,0.0260552371026576,2025-04,0.39
2chXbJlARYo,Quickest RAW Tomato Chutney ✨#shorts #raw #tomatochutney,2024-01-14,13.0,13.0,100.19,3,0,20,0,2112,7.4799,3,1509,3.18,0.1420454545454545,2024-01,0.95
rOlknc2BMq8,🤔Would Parmish Verma like to eat this?✨#food #parmishverma#parleg,2024-10-01,16.0,13.0,85.28,6,1,25,0,2117,7.764,5,3175,3.37,0.2834199338686821,2024-10,1.18
NaE_EBNFPuA,I tried squid games-2 ramen!#healthierecipes24 #koreanramen #knorr,2025-04-12,27.0,17.0,64.93,2,0,16,0,3988,10.659,2,1459,4.87,0.0501504513540621,2025-04,0.4
gFrSNhDtlkM,How to keep METHI FRESH and green✨☘️💚#shorts #kitchentips #tipsandtricks #leafy #methi #fenugreek,2024-02-08,22.0,21.0,99.89,6,1,18,0,2662,12.0711,5,20260,4.18,0.2253944402704733,2024-02,0.68
GrOhZdwyp9s,✨Vijay Devarakonda Tries punjabi food✨#shorts #healthierecipes24 #vijaydevarakonda,2025-01-17,59.0,28.0,48.85,1,1,25,0,1837,14.5221,0,2420,5.04,0.0544365813826891,2025-01,1.36
GLlbopHfwaQ,Don't Skip this Chutney Recipe#onion#chutney#shorts#youtubeshorts,2024-01-02,24.0,17.0,73.82,7,0,45,0,1855,9.0874,7,544,4.6,0.3773584905660377,2024-01,2.43
VTBBlbvYWQk,Prasad Thali✨🛕#shorts #prasad #rammandir  #lordrama #ayodhya #trending,2024-01-22,58.0,25.0,43.32,4,0,35,0,1809,12.3233,4,2534,1.54,0.2211166390270867,2024-01,1.93
qJQNhe_nHyg,Chocolate covered strawberries#healthierecipes24  #food #chocolate #strawberries #shorts,2025-01-19,31.0,19.0,61.65,3,0,43,1,1757,9.2643,3,2185,1.56,0.1707455890722823,2025-01,2.5
T47OhylEFQ0,🔥Actor Sharvari Wagh's easy Homemade drink recipe🍹✨ #food #sharvariwagh #easyrecipe #bollywoodactor,2024-09-02,24.0,17.0,72.5,1,0,38,1,1823,8.3456,1,13618,4.54,0.0548546352166758,2024-09,2.14
66XLrqHr9fs,Sudha Murthy Loves PULIOGARE rice #puliogare #foodie #rice #recipe#shorts#healthierecipes24,2024-11-18,22.0,15.0,70.7,1,0,24,0,1690,7.0775,1,2155,2.6,0.0591715976331361,2024-11,1.42
ci0M3QY7gYA,Pitru Paksha Prasad Laddu #ravaladdu #shorts #food #recipe #pitrupaksha2024,2024-09-26,59.0,28.0,48.54,1,0,25,1,1681,13.0895,1,3517,2.02,0.0594883997620464,2024-09,1.55
cBotvAiO458,🥟🥥Easy Steamed Kadubu✨#shorts #kadubu #steamed #ganesh #chaturthi,2024-09-08,54.0,27.0,50.68,0,0,30,0,2051,12.5415,0,18527,3.76,0.0,2024-09,1.46
xG7zRRdLZFM,Nita Ambani Relishes Kashi's Famous Palak Patta Chaat#nitaambani#ambani #chaat#food#healthierecipes,2024-08-01,40.0,18.0,46.25,1,0,25,0,1593,7.9643,1,1340,3.66,0.0627746390458254,2024-08,1.57
Xb-qJE3UIAc,Benefits of eating Radish#healthierecipes24 #radish #food #viralvideo #shorts,2025-02-05,55.0,33.0,60.35,3,0,45,0,1963,14.4009,3,6105,5.13,0.1528273051451859,2025-02,2.29
fnJPDW38U64,Healthy Sprouts salad 🥗✨#shorts #johnabraham #sproutssalad #shortsvideo #viralvideo,2024-11-21,45.0,18.0,41.23,2,1,20,1,1433,7.2799,1,3927,2.37,0.1395673412421493,2024-11,1.47
RiocQJXuTEo,✨Tripti Dimri's fav Garhwali food|This is so yummy😋✨🍛#food #cooking #recipe #triptidimri #shorts,2024-10-18,50.0,29.0,58.18,3,0,38,0,1729,11.576,3,14923,3.33,0.1735106998264893,2024-10,2.2
5rmDsbAocPs,♥️South Star Keerti Suresh's green juice Recipe✨#shorts #keerthysuresh #southindian #skin,2024-10-26,27.0,22.0,82.07,1,0,49,0,1660,8.9244,1,9205,4.32,0.0602409638554216,2024-10,2.95
e0v8ZTsYn1M,Spinach Pockets ✨#healthierecipes24 #palak #palakpockets #recipe #shorts #spinachpockets,2025-12-01,60.0,34.0,58.14,2,0,61,2,3196,14.3445,2,1596,2.57,0.0625782227784731,2025-12,1.97
_kp7NQ5NP8c,Title Says it all #belagavi #baobuns #food #healthierecipes24 #shorts,2025-08-26,60.0,27.0,45.96,4,0,33,0,2701,10.8688,4,3087,1.04,0.1480932987782303,2025-08,1.22
z2zYku_R-k0,Why SRK is the Coolest Man Alive#shorts,2024-11-04,22.0,16.0,74.62,0,0,16,0,1308,5.8752,0,5911,2.28,0.0,2024-11,1.22
ZMvl0TF4614,Healthy benefits of Tomato #shorts #tomato #food #healthyfood,2024-12-17,33.0,22.0,67.85,0,0,21,0,1307,7.9033,0,2446,2.58,0.0,2024-12,1.61
_3ig8q7h5FE,Gukesh is the youngest World Chess Champion#gukesh #chess #worldchesschampionship #food,2024-12-23,32.0,16.0,50.53,2,0,30,0,1395,5.8414,2,3756,4.5,0.1433691756272401,2024-12,2.15
VStwS4-PKBY,🇮🇳Tricolour Simple Recipe🇮🇳#republicday #jaihind #healthierecipes24 #tricolor #shorts,2025-01-24,30.0,11.0,37.37,1,0,17,0,1251,3.8726,1,2285,2.14,0.0799360511590727,2025-01,1.36
TL7b5My1Z8g,Vivek Oberoi and his Dubai life #vivekoberoi #dubai #bisibelebath #shorts,2024-12-14,60.0,22.0,37.23,3,0,21,0,1298,7.7478,3,3756,4.42,0.2311248073959938,2024-12,1.62
bPyPY2Me58w,Kartik Aryan can eat Chole bhature all day😋🔥 #food #kartikaaryan #shortsvideo  #shorts,2024-10-23,15.0,13.0,88.83,1,0,31,0,1993,5.0021,1,8577,5.06,0.0501756146512794,2024-10,1.56
f-yX8nOIFQc,Flaxseeds dry chutney ✨#shorts  #food flaxseeds chutney powder alsi ki chutney recipe,2024-01-17,47.0,28.0,60.92,8,0,21,0,1317,10.1874,8,8604,3.51,0.6074411541381929,2024-01,1.59
XUmvdfKBme4,Kamala Harris cooks dosa✨🔥#shorts#kamalaharris #mindykaling#masaladosa,2024-07-25,39.0,21.0,54.95,1,1,28,1,1235,6.9435,0,12233,2.35,0.0809716599190283,2024-07,2.35
jD5kS-PavDs,Yellow chutney with Spongy dhokla#healthierecipes24 #shorts #yellowchutney,2025-12-13,59.0,29.0,49.38,1,0,36,2,2271,9.5898,1,587,3.24,0.0440334654337296,2025-12,1.67
qD3UDmqRwLo,make dry fruits at home#healthierecipes24 #shorts,2025-04-07,68.0,42.0,62.84,0,0,36,0,2103,13.0625,0,6141,3.44,0.0,2025-04,1.71
vnL3pJFZkUc,Malaika Arora eats food in a bowl✨#healthierecipes24 #shorts,2025-03-15,50.0,19.0,39.06,1,0,19,0,1087,5.6936,1,2633,5.28,0.0919963201471941,2025-03,1.75
J7OjJZXvOG0,"Shaheer Sheikh "" #dopatti "" movie star loves to eat.....    #shortvideo #food #rajmachawal",2024-11-07,10.0,9.0,99.36,1,0,24,0,1357,3.0494,1,5983,5.2,0.0736919675755342,2024-11,1.77
gimTJNyKGVM,Shalini Passi is Truly the Queen! #shalinipassi #food #soup #healthierecipes24 #shorts,2024-12-16,52.0,18.0,34.64,3,1,18,0,1046,5.1496,2,2437,5.09,0.2868068833652007,2024-12,1.72
1meLQx2MTRQ,Chashni puri✨ #rakshabandhan  #puri #food #recipe #shortsfeed,2024-08-09,59.0,28.0,47.51,4,0,14,1,1024,7.9363,4,2639,0.68,0.390625,2024-08,1.46
